"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"576","Nicolas Roy","VGK","C","27","1997-02-05","Amos","QC","CAN","CAN","76","202","2015","CAR","4","5","96"
"998","Nikita Alexandrov","STL","C","23","2000-09-16","Burgwedel","","DEU","DEU","73","177","-","-","-","-","-"
"1182","Nikita Chibrikov","WPG","R","-","-","-","-","-","-","-","-","-","-","-","-","-"
"267","Nikita Kucherov","T.B","R","30","1993-06-17","Maykop","","RUS","RUS","71","181","2011","T.B","2","28","58"
"1060","Nikita Nesterenko","ANA","C","22","2001-09-10","Brooklyn","NY","USA","USA","74","183","2019","MIN","6","17","172"
"994","Nikita Okhotiuk","CGY, N.J, S.J","D","23","2000-12-04","Chelyabinsk","","RUS","RUS","73","195","2019","N.J","2","30","61"
"534","Nikita Soshnikov","NYI","R","30","1993-10-14","Nizhny Tagil","","RUS","RUS","71","190","-","-","-","-","-"
"437","Nikita Zadorov","CGY, VAN","D","29","1995-04-16","Moscow","","RUS","RUS","78","248","2013","BUF","1","16","16"
"715","Nikita Zaitsev","CHI, OTT","D","32","1991-10-29","Moscow","","RUS","RUS","74","192","-","-","-","-","-"
"617","Niko Mikkola","FLA, NYR, STL","D","28","1996-04-27","Finland","","FIN","FIN","76","209","2015","STL","5","6","127"
"1063","Nikolai Knyzhov","S.J","D","27","1997-03-20","KEMEROVO","","RUS","RUS","75","222","-","-","-","-","-"
"463","Nikolaj Ehlers","WPG","L","28","1996-02-14","Aalborg","","DNK","DNK","72","169","2014","WPG","1","9","9"
"1252","Nikolas Matinpalo","OTT","D","25","1998-10-05","Espoo","","Fin","","75","207","-","-","-","-","-"
"1143","Nils Aman","VAN","C","24","2000-02-07","Avesta","","SWE","SWE","74","179","2020","COL","6","12","167"
"993","Nils Hoglander","VAN","L","23","2000-12-20","BOCKTRäSK","","SWE","SWE","69","185","2019","VAN","2","9","40"
"919","Nils Lundkvist","DAL, NYR","D","23","2000-07-27","Pitea","","SWE","SWE","71","190","2018","NYR","1","28","28"
"215","Nino Niederreiter","CAR, NSH, WPG","R","31","1992-09-08","Chur","","CHE","CHE","74","218","2010","NYI","1","5","5"
"840","Noah Cates","PHI","L","25","1999-02-05","Stillwater","MN","USA","USA","73","165","2017","PHI","5","13","137"
"914","Noah Dobson","NYI","D","24","2000-01-07","Summerside","PE","CAN","CAN","76","194","2018","NYI","1","12","12"
"696","Noah Gregor","S.J, TOR","C","25","1998-07-28","Beaumont","AB","CAN","CAN","72","190","2016","S.J","4","20","111"
"535","Noah Hanifin","CGY, VGK","D","27","1997-01-25","Boston","MA","USA","USA","75","207","2015","CAR","1","5","5"
"572","Noah Juulsen","VAN","D","27","1997-04-02","Surrey","BC","CAN","CAN","74","201","2015","MTL","1","26","26"
"606","Noel Acciari","FLA, PIT, STL, TOR","C","32","1991-12-01","Johnston","RI","USA","USA","70","209","-","-","-","-","-"
"982","Nolan Foote","N.J","L","23","2000-11-29","Denver","CO","USA","USA","75","196","2019","T.B","1","27","27"
"762","Nolan Patrick","VGK","C","25","1998-09-19","Winnipeg","MB","CAN","CAN","74","201","2017","PHI","1","2","2"
"1183","Olen Zellweger","ANA","D","20","2003-09-10","Calgary","AB","CAN","CAN","69","175","2021","ANA","2","2","34"
"394","Oliver Bjorkstrand","CBJ, SEA","R","29","1995-04-10","Herning","","DNK","DNK","72","175","2013","CBJ","3","28","89"
"143","Oliver Ekman-Larsson","FLA, VAN","D","32","1991-07-17","Karlskrona","","SWE","SWE","74","200","2009","PHX","1","6","6"
"555","Oliver Kylington","CGY","D","27","1997-05-19","Stockholm","","SWE","SWE","72","183","2015","CGY","2","30","60"
"876","Oliver Wahlstrom","NYI","R","24","2000-06-13","Portland","ME","USA","USA","74","204","2018","NYI","1","11","11"
"845","Olle Lycksell","PHI","R","24","1999-08-24","Oskarshamn","","SWE","SWE","70","163","2017","PHI","6","13","168"
"673","Olli Juolevi","DET, FLA","D","26","1998-05-05","Helsinki","","FIN","FIN","74","182","2016","VAN","1","5","5"
"311","Olli Maatta","DET, L.A","D","29","1994-08-22","Jyväskylä","","FIN","FIN","74","207","2012","PIT","1","22","22"
"521","Ondrej Kase","CAR, TOR","R","28","1995-11-08","Kadan","","CZE","CZE","72","187","2014","ANA","7","25","205"
"231","Ondrej Palat","N.J, T.B","L","33","1991-03-28","Frydek-Mistek","","CZE","CZE","72","194","2011","T.B","7","27","208"
"1248","Ondrej Pavel","COL","C","-","-","-","-","-","-","-","-","-","-","-","-","-"
"512","Oskar Lindblom","PHI, S.J","L","27","1996-08-15","Gävle","","SWE","SWE","73","191","2014","PHI","5","18","138"
"1167","Oskar Olausson","COL","R","21","2002-11-10","Stockholm","","SWE","SWE","73","180","2021","COL","1","28","28"
"733","Oskar Steen","BOS","C","26","1998-03-09","Karlstad","","SWE","SWE","70","193","2016","BOS","6","14","165"
"325","Oskar Sundqvist","DET, MIN, STL","C","30","1994-03-23","Boden","","SWE","SWE","75","220","2012","PIT","3","20","81"
"727","Otto Koivula","NYI","L","25","1998-09-01","Nokia","","FIN","FIN","77","225","2016","NYI","4","29","120"
"1201","Owen Beck","MTL","C","20","2004-02-03","Peterborough","ON","CAN","CAN","71","190","2022","MTL","2","1","33"
"1159","Owen Power","BUF","D","21","2002-11-22","Mississauga","ON","CAN","CAN","78","218","2021","BUF","1","1","1"
"789","Owen Tippett","FLA, PHI","R","25","1999-02-16","Peterborough","ON","CAN","CAN","73","207","2017","FLA","1","10","10"
"75","P.K. Subban","N.J","D","35","1989-05-13","Toronto","ON","CAN","CAN","72","210","2007","MTL","2","13","43"
"867","Parker Kelly","OTT","C, L","25","1999-05-14","Camrose","AB","CAN","CAN","72","190","-","-","-","-","-"
"569","Parker Wotherspoon","BOS, NYI","D","26","1997-08-24","Surrey","BC","CAN","CAN","73","190","2015","NYI","4","21","112"
"70","Pat Maroon","BOS, MIN, T.B","L","36","1988-04-23","St. Louis","MO","USA","USA","75","234","2007","PHI","6","10","161"
"45","Patric Hornqvist","FLA","R","37","1987-01-01","Sollentuna","","SWE","SWE","71","189","2005","NSH","7","36","230"
"15","Patrice Bergeron","BOS","C","38","1985-07-24","Ancienne-Lorette","QC","CAN","CAN","73","196","2003","BOS","2","15","45"
"451","Patrick Brown","BOS, OTT, PHI","C","32","1992-05-29","Bloomfield Hills","MI","USA","USA","73","210","-","-","-","-","-"
"83","Patrick Kane","CHI, DET, NYR","R","35","1988-11-19","Buffalo","NY","USA","USA","70","177","2007","CHI","1","1","1"
"1254","Patrik Koch","ARI","D","27","1996-12-08","Malacky","","SVK","SVK","73","190","-","-","-","-","-"
"663","Patrik Laine","CBJ","L","26","1998-04-19","Tampere","","FIN","FIN","77","205","2016","WPG","1","2","2"
"189","Patrik Nemeth","ARI, NYR","D","32","1992-02-08","Stockholm","","SWE","SWE","76","230","2010","DAL","2","11","41"
"72","Paul Byron","MTL","L","35","1989-04-27","Ottawa","ON","CAN","CAN","69","164","2007","BUF","6","28","179"
"950","Paul Cotter","VGK","C","24","1999-11-16","Canton","MI","USA","USA","74","212","2018","VGK","4","22","115"
"353","Paul LaDue","NYI","D","31","1992-09-06","Grand Forks","ND","USA","USA","75","205","2012","L.A","6","30","181"
"30","Paul Stastny","CAR, WPG","C","38","1985-12-27","Quebec City","QC","CAN","USA","72","193","2005","COL","2","14","44"
"389","Pavel Buchnevich","STL","L","29","1995-04-17","Cherepovets","","RUS","RUS","73","196","2013","NYR","3","14","75"
"1029","Pavel Dorofeyev","VGK","L","23","2000-10-26","Nizhny Tagil","","RUS","RUS","73","194","2019","VGK","3","17","79"
"1213","Pavel Mintyukov","ANA","D","20","2003-11-25","Moscow","","RUS","RUS","73","192","2022","ANA","1","10","10"
"540","Pavel Zacha","BOS, N.J","C","27","1997-04-06","Brno","","CZE","CZE","76","199","2015","N.J","1","6","6"
"1232","Pavol Regenda","ANA","L","24","1999-12-07","Michalovce","","SVK","SVK","76","212","-","-","-","-","-"
"355","Petteri Lindbohm","FLA","D","30","1993-09-23","Helsinki","","FIN","FIN","75","198","2012","STL","6","25","176"
"984","Peyton Krebs","BUF, VGK","C","23","2001-01-26","Calgary","AB","CAN","CAN","72","187","2019","VGK","1","17","17"
"60","Phil Kessel","ARI, VGK","C, R","36","1987-10-02","Madison","WI","USA","USA","71","208","2006","BOS","1","5","5"
"1025","Philip Broberg","EDM","D","22","2001-06-25","Orebro","","SWE","SWE","75","199","2019","EDM","1","8","8"
"850","Philip Kemp","EDM","D","25","1999-02-12","Greenwich","CT","USA","USA","75","202","2017","EDM","7","22","208"
"1015","Philip Tomasino","NSH","C","22","2001-07-28","Mississauga","ON","CAN","CAN","72","179","2019","NSH","1","24","24"
"879","Philipp Kurashev","CHI","C","24","1999-10-12","Munsingen","","CHE","CHE","72","190","2018","CHI","4","27","120"
"637","Philippe Myers","NSH, T.B","D","27","1997-01-25","Moncton","NB","CAN","CAN","78","219","-","-","-","-","-"
"285","Phillip Danault","L.A","C, L","31","1993-02-24","Victoriaville","QC","CAN","CAN","73","200","2011","CHI","1","26","26"
"304","Phillip Di Giuseppe","VAN","L","30","1993-10-09","Toronto","ON","CAN","CAN","72","193","2012","CAR","2","8","38"
"520","Pierre Engvall","NYI, TOR","L","28","1996-05-31","Ljungby","","SWE","SWE","77","219","2014","TOR","7","8","188"
"454","Pierre-Edouard Bellemare","SEA, T.B","L","39","1985-03-06","Le Blanc-Mesnil","","FRA","FRA","71","198","-","-","-","-","-"
"699","Pierre-Luc Dubois","L.A, WPG","C, L","25","1998-06-24","Ste-Agathe-Des-Monts","QC","CAN","CAN","76","214","2016","CBJ","1","3","3"
"811","Pierre-Olivier Joseph","PIT","D","24","1999-07-01","Laval","QC","CAN","CAN","74","185","2017","ARI","1","23","23"
"1236","Pierrick Dube","WSH","R","23","2001-01-07","","","FRA","","69","172","-","-","-","-","-"
"868","Pius Suter","DET, VAN","C","28","1996-05-24","Zurich","","CHE","CHE","71","179","-","-","-","-","-"
"939","Pontus Holmberg","TOR","R","25","1999-03-09","Vasteras","","SWE","SWE","72","202","2018","TOR","6","1","156"
"880","Quinn Hughes","VAN","D","24","1999-10-14","Orlando","FL","USA","USA","70","180","2018","VAN","1","7","7"
"1098","Quinton Byfield","L.A","C, R","21","2002-08-19","Newmarket","ON","CAN","CAN","77","220","2020","L.A","1","2","2"
"322","Radek Faksa","DAL","C","30","1994-01-09","Vitkov","","CZE","CZE","75","225","2012","DAL","1","13","13"
"830","Radim Simek","S.J","D","31","1992-09-20","Mlada Boleslav","","CZE","CZE","72","204","-","-","-","-","-"
"1129","Radim Zohorna","CGY, PIT, TOR","L","28","1996-04-29","Havlickuv","","CZE","CZE","78","220","-","-","-","-","-"
"177","Radko Gudas","ANA, FLA","D","34","1990-06-05","Prague","","CZE","CZE","72","208","2010","T.B","3","6","66"
"961","Rafael Harvey-Pinard","MTL","L","25","1999-01-06","Saguenay","QC","CAN","CAN","69","181","2019","MTL","7","15","201"
"992","Raphael Lavoie","EDM","C","23","2000-09-25","Chambly","QC","CAN","CAN","76","196","2019","EDM","2","7","38"
"536","Rasmus Andersson","CGY","D","27","1996-10-27","Malmö","","SWE","SWE","73","202","2015","CGY","2","23","53"
"659","Rasmus Asplund","BUF, NSH","C","26","1997-12-03","Filipstad","","SWE","SWE","71","185","2016","BUF","2","3","33"
"900","Rasmus Dahlin","BUF","D","24","2000-04-13","Trollhattan","","SWE","SWE","75","202","2018","BUF","1","1","1"
"903","Rasmus Kupari","L.A, WPG","C","24","2000-03-15","Kotka","","FIN","FIN","74","200","2018","L.A","1","20","20"
"430","Rasmus Ristolainen","PHI","D","29","1994-10-27","Turku","","FIN","FIN","76","221","2013","BUF","1","8","8"
"917","Rasmus Sandin","TOR, WSH","D","24","2000-03-07","Uppsala","","SWE","SWE","71","182","2018","TOR","1","29","29"
"965","Reese Johnson","CHI","C","25","1998-07-10","Regina","SK","CAN","CAN","73","193","-","-","-","-","-"
"153","Reilly Smith","PIT, VGK","R","33","1991-04-01","Toronto","ON","CAN","CAN","73","185","2009","DAL","3","8","69"
"809","Reilly Walsh","N.J","D","25","1999-04-21","Framingham","MA","USA","USA","72","185","2017","N.J","3","19","81"
"720","Rem Pitlick","CHI, MIN, MTL","C","27","1997-04-02","Ottawa","ON","CAN","CAN","71","186","2016","NSH","3","15","76"
"409","Remi Elie","T.B","L","29","1995-04-16","Cornwall","ON","CAN","CAN","73","215","2013","DAL","2","10","40"
"741","Rhett Gardner","DAL, PHI","C","28","1996-02-28","Moose Jaw","SK","CAN","CAN","75","210","2016","DAL","4","25","116"
"158","Richard Panik","NYI","R","33","1991-02-07","Martin","","SVK","SVK","73","203","2009","T.B","2","22","52"
"287","Rickard Rakell","ANA, PIT","L, R","31","1993-05-05","Sundbyberg","","SWE","SWE","73","195","2011","ANA","1","30","30"
"1082","Ridly Greig","OTT","C","21","2002-08-08","Lethbridge","AB","CAN","CAN","72","183","2020","OTT","1","28","28"
"357","Riley Barber","DET","R","30","1994-02-07","Pittsburgh","PA","USA","USA","72","199","2012","WSH","6","16","167"
"936","Riley Damiani","DAL","C","24","2000-03-20","Mississauga","ON","CAN","CAN","70","180","2018","DAL","5","13","137"
"76","Riley Nash","ARI, NYR, T.B, WPG","C","35","1989-05-09","Consort","AB","CAN","CAN","74","188","2007","EDM","1","21","21"
"202","Riley Sheahan","BUF, SEA","C","32","1991-12-07","St. Catharines","ON","CAN","CAN","74","214","2010","DET","1","21","21"
"694","Riley Stillman","BUF, CHI, VAN","D","26","1998-03-09","Peterborough","ON","CAN","CAN","73","196","2016","FLA","4","23","114"
"676","Riley Tufte","COL, DAL","L","26","1998-04-10","Coon Rapids","MN","USA","USA","78","230","2016","DAL","1","25","25"
"474","Robby Fabbri","DET","C","28","1996-01-22","Mississauga","ON","CAN","CAN","71","185","2014","STL","1","21","21"
"84","Robert Bortuzzo","NYI, STL","D","35","1989-03-18","Thunder Bay","ON","CAN","CAN","76","216","2007","PIT","3","17","78"
"410","Robert Hagg","ANA, BUF, DET, FLA","D","29","1995-02-08","Uppsala","","SWE","SWE","74","210","2013","PHI","2","11","41"
"793","Robert Thomas","STL","C","24","1999-07-02","Aurora","ON","CAN","CAN","72","218","2017","STL","1","20","20"
"817","Robin Salo","NYI","D","25","1998-10-13","Espoo","","FIN","FIN","74","190","2017","NYI","2","15","46"
"1115","Roby Jarventie","OTT","L","21","2002-08-08","Tampere","","FIN","FIN","74","184","2020","OTT","2","2","33"
"256","Rocco Grimaldi","NSH","R","31","1993-02-08","Anaheim","CA","USA","USA","66","180","2011","FLA","2","3","33"
"485","Roland McKeown","NSH","D","28","1996-01-20","Listowel","ON","CAN","CAN","73","195","2014","L.A","2","20","50"
"110","Roman Josi","NSH","D","34","1990-06-01","Bern","","CHE","CHE","73","201","2008","NSH","2","8","38"
"983","Ronnie Attard","PHI","D","25","1999-03-20","White Lake","MI","USA","USA","75","208","2019","PHI","3","10","72"
"568","Roope Hintz","DAL","C, L","27","1996-11-17","Tampere","","FIN","FIN","75","215","2015","DAL","2","19","49"
"726","Ross Colton","COL, T.B","C","27","1996-09-11","Robbinsville","NJ","USA","USA","72","194","2016","T.B","4","27","118"
"442","Ross Johnston","ANA, NYI","L","30","1994-02-18","Charlottetown","PE","CAN","CAN","77","230","-","-","-","-","-"
"515","Rourke Chartier","OTT","C","28","1996-04-03","Saskatoon","SK","CAN","CAN","71","190","2014","S.J","5","29","149"
"621","Rudolfs Balcers","FLA, S.J, T.B","L","27","1997-04-08","Latvia","","LVA","LVA","71","182","2015","S.J","5","21","142"
"945","Ruslan Iskhakov","NYI","C","23","2000-07-22","Moscow","","RUS","RUS","69","165","2018","NYI","2","12","43"
"449","Ryan Carpenter","CGY, CHI, NYR, S.J","C","33","1991-01-18","Oviedo","FL","USA","USA","73","198","-","-","-","-","-"
"487","Ryan Donato","CHI, SEA","C","28","1996-04-09","Boston","MA","USA","USA","72","190","2014","BOS","2","26","56"
"230","Ryan Dzingel","ARI, S.J","C","32","1992-03-09","Wheaton","IL","USA","USA","72","190","2011","OTT","7","23","204"
"145","Ryan Ellis","PHI","D","33","1991-01-03","Hamilton","ON","CAN","CAN","70","180","2009","NSH","1","11","11"
"10","Ryan Getzlaf","ANA","C","39","1985-05-10","Regina","SK","CAN","CAN","76","220","2003","ANA","1","19","19"
"400","Ryan Graves","N.J, PIT","D","29","1995-05-21","Yarmouth","NS","CAN","CAN","77","220","2013","NYR","4","19","110"
"405","Ryan Hartman","MIN","R","29","1994-09-20","Hilton Head Isl.","SC","USA","USA","72","197","2013","CHI","1","30","30"
"209","Ryan Johansen","COL, NSH","C","31","1992-07-31","Vancouver","BC","CAN","CAN","75","218","2010","CBJ","1","4","4"
"1010","Ryan Johnson","BUF","D","22","2001-07-24","","","USA","","72","170","2019","BUF","1","31","31"
"653","Ryan Lindgren","NYR","D","26","1998-02-11","Burnsville","MN","USA","USA","72","190","2016","BOS","2","19","49"
"638","Ryan Lomberg","FLA","L","29","1994-09-12","Richmond Hill","ON","CAN","CAN","69","187","-","-","-","-","-"
"483","Ryan MacInnis","BUF","C","28","1996-02-14","St. Louis","MO","USA","USA","75","201","2014","ARI","2","13","43"
"87","Ryan McDonagh","NSH, T.B","D","35","1989-06-13","St. Paul","MN","USA","USA","73","215","2007","MTL","1","12","12"
"882","Ryan McLeod","EDM","C","24","1999-09-21","Mississauga","ON","CAN","CAN","74","207","2018","EDM","2","9","40"
"905","Ryan Merkley","S.J","D","23","2000-08-14","Oakville","ON","CAN","CAN","72","186","2018","S.J","1","21","21"
"299","Ryan Murray","COL, EDM","D","30","1993-09-27","Regina","SK","CAN","CAN","73","206","2012","CBJ","1","2","2"
"268","Ryan Nugent-Hopkins","EDM","C","31","1993-04-12","Burnaby","BC","CAN","CAN","72","195","2011","EDM","1","1","1"
"134","Ryan O'Reilly","NSH, STL, TOR","C","33","1991-02-07","Clinton","ON","CAN","CAN","73","207","2009","COL","2","3","33"
"814","Ryan Poehling","MTL, PHI, PIT","C","25","1999-01-03","Lakeville","MN","USA","USA","74","196","2017","MTL","1","25","25"
"436","Ryan Pulock","NYI","D","29","1994-10-06","Dauphin","MB","CAN","CAN","74","216","2013","NYI","1","15","15"
"43","Ryan Reaves","MIN, NYR, TOR","R","37","1987-01-20","Winnipeg","MB","CAN","CAN","74","225","2005","STL","5","31","156"
"615","Ryan Shea","PIT","D","27","1997-02-11","Milton","MA","USA","USA","74","200","2015","CHI","4","30","121"
"272","Ryan Strome","ANA, NYR","C","30","1993-07-11","Mississauga","ON","CAN","CAN","73","191","2011","NYI","1","5","5"
"6","Ryan Suter","DAL","D","39","1985-01-21","Madison","WI","USA","USA","73","205","2003","NSH","1","7","7"
"1178","Ryan Winterton","SEA","C","20","2003-09-04","Markham","ON","CAN","CAN","74","175","2021","SEA","3","3","67"
"1189","Ryker Evans","SEA","D","22","2001-12-13","Calgary","AB","CAN","CAN","71","189","2021","SEA","2","3","35"
"381","Saku Maenalanen","WPG","R","30","1994-05-29","Kemi","","FIN","FIN","76","214","2013","NSH","5","4","125"
"459","Sam Bennett","FLA","C","27","1996-06-20","Holland Landing","ON","CAN","CAN","73","195","2014","CGY","1","4","4"
"219","Sam Carrick","ANA, EDM","C","32","1992-02-04","Markham","ON","CAN","CAN","72","200","2010","TOR","5","24","144"
"1096","Sam Colangelo","ANA","R","22","2001-12-26","Stoneham","MA","USA","USA","74","205","-","-","-","-","-"
"73","Sam Gagner","DET, EDM, WPG","C","34","1989-08-10","London","ON","CAN","CAN","71","201","2007","EDM","1","6","6"
"503","Sam Lafferty","CHI, PIT, TOR, VAN","C, R","29","1995-03-06","Hollidaysburg","PA","USA","USA","73","195","2014","PIT","4","23","113"
"1247","Sam Malinski","COL","D","25","1998-07-27","","","USA","","71","190","-","-","-","-","-"
"1021","Sam Poulin","PIT","R","23","2001-02-25","Blainville","QC","CAN","CAN","73","208","2019","PIT","1","21","21"
"457","Sam Reinhart","FLA","C","28","1995-11-06","West Vancouver","BC","CAN","CAN","74","193","2014","BUF","1","2","2"
"671","Sam Steel","ANA, DAL, MIN","C","26","1998-02-03","Ardrossan","AB","CAN","CAN","71","184","2016","ANA","1","30","30"
"630","Sami Niku","MTL","D","27","1996-10-10","Haapavesi","","FIN","FIN","73","176","2015","WPG","7","17","198"
"517","Sammy Blais","NYR, STL","L","27","1996-06-17","Montmagny","QC","CAN","CAN","74","206","2014","STL","6","26","176"
"849","Sammy Walker","MIN","C","25","1999-06-07","Edina","MN","USA","USA","70","180","2017","T.B","7","14","200"
"904","Sampo Ranta","COL","L","24","2000-05-31","Naantali","","FIN","FIN","74","195","2018","COL","3","16","78"
"996","Samuel Bolduc","NYI","D","23","2000-12-09","Laval","QC","CAN","CAN","76","220","2019","NYI","2","26","57"
"972","Samuel Fagemo","L.A, NSH","L","24","2000-03-14","Goteborg","","SWE","SWE","72","200","2019","L.A","2","19","50"
"698","Samuel Girard","COL","D","26","1998-05-12","Roberval","QC","CAN","CAN","70","170","2016","NSH","2","17","47"
"1136","Samuel Knazko","CBJ","D","21","2002-08-07","Trencin","","SVK","SVK","73","198","2020","CBJ","3","16","78"
"632","Samuel Laberge","N.J","L","27","1997-04-10","Chateauguay","QC","CAN","CAN","74","206","-","-","-","-","-"
"1046","Santeri Hatakka","N.J, S.J","D","23","2001-01-15","Riihimaki","","FIN","FIN","73","191","2019","S.J","6","29","184"
"808","Sasha Chmelevski","S.J","C","25","1999-06-09","Newport Beach","CA","USA","USA","72","188","2017","S.J","6","30","185"
"266","Scott Harrington","ANA, CBJ, S.J","D","31","1993-03-10","Kingston","ON","CAN","CAN","74","204","2011","PIT","2","24","54"
"309","Scott Laughton","PHI","C","30","1994-05-30","Oakville","ON","CAN","CAN","73","190","2012","PHI","1","20","20"
"257","Scott Mayfield","NYI","D","31","1992-10-14","St. Louis","MO","USA","USA","77","220","2011","NYI","2","4","34"
"1157","Scott Morrow","CAR","D","21","2002-11-01","","","USA","","74","195","2021","CAR","2","8","40"
"954","Scott Perunovich","STL","D","25","1998-08-18","Hibbing","MN","USA","USA","70","175","2018","STL","2","14","45"
"812","Scott Reedy","S.J","C","25","1999-04-04","Prior Lake","MN","USA","USA","74","205","2017","S.J","4","9","102"
"365","Scott Sabourin","OTT, S.J","R","31","1992-07-30","Orleans","ON","CAN","CAN","75","208","-","-","-","-","-"
"275","Sean Couturier","PHI","C","31","1992-12-07","Phoenix","AZ","USA","CAN","75","211","2011","PHI","1","8","8"
"704","Sean Day","T.B","D","26","1998-01-09","Leuven","","BEL","BEL","75","218","2016","NYR","3","20","81"
"863","Sean Durzi","ARI, L.A","D","25","1998-10-21","Mississauga","ON","CAN","CAN","72","195","2018","TOR","2","21","52"
"1078","Sean Farrell","MTL","C","22","2001-11-02","Milford","MA","USA","USA","69","175","2020","MTL","4","31","124"
"242","Sean Kuraly","CBJ","C","31","1993-01-20","Dublin","OH","USA","USA","74","213","2011","S.J","5","12","133"
"428","Sean Monahan","CGY, MTL, WPG","C","29","1994-10-12","Brampton","ON","CAN","CAN","74","196","2013","CGY","1","6","6"
"860","Sean Walker","COL, L.A, PHI","D","29","1994-11-13","Keswick","ON","CAN","CAN","71","195","-","-","-","-","-"
"554","Sebastian Aho","CAR","C, R","26","1997-07-26","Rauma","","FIN","FIN","72","176","2015","CAR","2","5","35"
"841","Sebastian Aho","NYI","D","28","1996-02-17","Umea","","SWE","SWE","70","186","2017","NYI","5","15","139"
"933","Semyon Der-Arguchintsev","TOR","C","23","2000-09-15","Moscow","","RUS","RUS","70","188","2018","TOR","3","14","76"
"288","Seth Griffith","EDM","C","31","1993-01-04","Wallaceburg","ON","CAN","CAN","69","190","2012","BOS","5","10","131"
"1083","Seth Jarvis","CAR","C","22","2002-02-01","Winnipeg","MB","CAN","CAN","70","175","2020","CAR","1","13","13"
"426","Seth Jones","CHI","D","29","1994-10-03","Arlington","TX","USA","USA","76","213","2013","NSH","1","4","4"
"1117","Shakir Mukhamadullin","S.J","D","22","2002-01-10","","","RUS","","76","178","2020","N.J","1","20","20"
"799","Shane Bowers","COL, N.J","C","24","1999-07-30","Halifax","NS","CAN","CAN","74","186","2017","OTT","1","28","28"
"1024","Shane Pinto","OTT","C","23","2000-11-12","Franklin Square","NY","USA","USA","75","201","2019","OTT","2","1","32"
"1221","Shane Wright","SEA","C","20","2004-01-05","Burlington","ON","CAN","CAN","72","192","2022","SEA","1","4","4"
"328","Shayne Gostisbehere","ARI, CAR, DET","D","31","1993-04-20","Pembroke Pines","FL","USA","USA","71","180","2012","PHI","3","17","78"
"403","Shea Theodore","VGK","D","28","1995-08-03","Langley","BC","CAN","CAN","74","197","2013","ANA","1","26","26"
"858","Sheldon Dries","VAN","C","30","1994-04-23","Macomb Township","WI","USA","USA","69","180","-","-","-","-","-"
"875","Sheldon Rempal","VAN, VGK","R","28","1995-08-07","Calgary","AB","CAN","CAN","70","165","-","-","-","-","-"
"31","Sidney Crosby","PIT","C","36","1987-08-07","Cole Harbour","NS","CAN","CAN","71","200","2005","PIT","1","1","1"
"963","Simon Benoit","ANA, TOR","D","25","1998-09-19","Laval","QC","CAN","CAN","75","203","-","-","-","-","-"
"1179","Simon Edvinsson","DET","D","21","2003-02-05","Kungsbacka","","SWE","SWE","78","209","2021","DET","1","6","6"
"1028","Simon Holmstrom","NYI","R","23","2001-05-24","Tranas","","SWE","SWE","74","205","2019","NYI","1","23","23"
"1216","Simon Nemec","N.J","D","20","2004-02-15","Liptovsky Mikulas","","SVK","SVK","73","190","2022","N.J","1","2","2"
"320","Slater Koekkoek","EDM","D","30","1994-02-18","Winchester","ON","CAN","CAN","74","193","2012","T.B","1","10","10"
"469","Sonny Milano","ANA, WSH","L","28","1996-05-12","Massapequa","NY","USA","USA","72","194","2014","CBJ","1","16","16"
"952","Spencer Stastney","NSH","D","24","2000-01-04","Woodbridge","IL","USA","USA","72","184","2018","NSH","5","7","131"
"1166","Stanislav Svozil","CBJ","D","21","2003-01-17","Prerov","","CZE","CZE","72","183","2021","CBJ","3","5","69"
"307","Stefan Matteau","COL","C","30","1994-02-23","Chicago","IL","USA","USA","74","208","2012","N.J","1","29","29"
"284","Stefan Noesen","CAR","R","31","1993-02-12","Plano","TX","USA","USA","73","205","2011","OTT","1","21","21"
"248","Steven Fogarty","BOS, MIN","C","31","1993-04-19","Chambersburg","PA","USA","USA","75","204","2011","NYR","3","11","72"
"627","Steven Lorentz","CAR, FLA, S.J","C","28","1996-04-13","Kitchener","ON","CAN","CAN","76","206","2015","CAR","7","5","186"
"411","Steven Santini","STL","D","29","1995-03-07","Bronxville","NY","USA","USA","74","209","2013","N.J","2","12","42"
"99","Steven Stamkos","T.B","C","34","1990-02-07","Markham","ON","CAN","CAN","72","182","2008","T.B","1","1","1"
"278","Sven Baertschi","VGK","L","31","1992-10-05","Bern","","CHE","CHE","71","190","2011","CGY","1","13","13"
"35","T.J. Oshie","WSH","R","37","1986-12-23","Everett","WA","USA","USA","72","187","2005","STL","1","24","24"
"245","T.J. Tynan","L.A","C","32","1992-02-25","Orland Park","IL","USA","USA","68","165","2011","CBJ","3","5","66"
"708","Tage Thompson","BUF","C, R","26","1997-10-30","Phoenix","AZ","USA","USA","78","220","2016","STL","1","26","26"
"749","Tanner Jeannot","NSH, T.B","L","27","1997-05-29","Estevan","SK","CAN","CAN","74","208","-","-","-","-","-"
"602","Tanner Kero","DAL","C","31","1992-07-24","Hancock","MI","USA","USA","72","185","-","-","-","-","-"
"735","Tanner Laczynski","PHI","C","27","1997-06-01","Minooka","IL","USA","USA","73","190","2016","PHI","6","18","169"
